customer_id,recency_days,frequency,monetary_value,recency_score,frequency_score,monetary_score,customer_segment
274,337,15,85780.72,4,1,1,Potential Loyalists
195,297,18,85527.12,3,1,1,Potential Loyalists
72,204,19,85357.95,2,1,1,Lost Customers
41,206,17,85354.7,2,1,1,Lost Customers
168,79,16,85349.9,1,1,1,Lost Customers
398,201,17,85158.26,2,1,1,Lost Customers
275,9,15,85137.43,1,1,1,Lost Customers
344,244,20,85125.36,3,1,1,Potential Loyalists
414,357,15,85088.53,4,1,1,Potential Loyalists
402,19,18,85085.5,1,1,1,Lost Customers
250,19,15,85072.7,1,1,1,Lost Customers
309,190,18,85040.51,2,1,1,Lost Customers
401,316,16,84991.93,4,1,1,Potential Loyalists
292,284,19,84985.76,3,1,1,Potential Loyalists
304,32,17,84948.14,1,1,1,Lost Customers
77,200,17,84907.01,2,1,1,Lost Customers
132,182,18,84901.63,2,1,1,Lost Customers
116,198,17,84848.08,2,1,1,Lost Customers
136,278,15,84721.08,3,1,1,Potential Loyalists
79,377,20,84679.63,5,1,1,Potential Loyalists
360,356,19,84489.19,4,1,1,Potential Loyalists
321,320,16,84116.63,4,1,1,Potential Loyalists
49,53,18,83938.87,1,1,1,Lost Customers
143,45,15,83872.81,1,1,1,Lost Customers
24,224,16,83864.13,3,1,1,Potential Loyalists
198,126,15,83845.02,1,1,1,Lost Customers
349,366,19,83553.48,4,1,1,Potential Loyalists
418,337,16,83535.42,4,1,1,Potential Loyalists
268,280,19,83466.79,3,1,1,Potential Loyalists
361,178,19,83359.11,2,1,1,Lost Customers
325,199,18,83253.2,2,1,1,Lost Customers
129,383,15,82782.47,5,1,1,Potential Loyalists
220,348,19,82727.55,4,1,1,Potential Loyalists
95,48,14,82693.48,1,1,1,Lost Customers
81,338,16,82543.32,4,1,1,Potential Loyalists
238,280,13,82368.12,3,1,1,Potential Loyalists
378,125,17,82358.36,1,1,1,Lost Customers
243,120,15,82271.34,1,1,1,Lost Customers
374,367,16,82211.38,5,1,1,Potential Loyalists
86,140,15,82190.13,2,1,1,Lost Customers
328,73,19,82101.23,1,1,1,Lost Customers
90,387,15,82036.99,5,1,1,Potential Loyalists
54,364,18,81941.32,4,1,1,Potential Loyalists
287,268,20,81788.68,3,1,1,Potential Loyalists
208,177,15,81701.69,2,1,1,Lost Customers
121,100,19,81598.08,1,1,1,Lost Customers
91,245,17,81421.48,3,1,1,Potential Loyalists
221,322,16,81377.28,4,1,1,Potential Loyalists
410,320,18,81263.5,4,1,1,Potential Loyalists
366,201,19,81097.44,2,1,1,Lost Customers
251,319,16,81082.86,4,1,1,Potential Loyalists
417,288,16,80955.93,3,1,1,Potential Loyalists
282,220,16,80953.9,2,1,1,Lost Customers
9,286,16,80810.66,3,1,1,Potential Loyalists
336,257,18,80661.66,3,1,1,Potential Loyalists
12,365,16,80560.68,4,1,1,Potential Loyalists
115,92,17,80409.46,1,1,1,Lost Customers
133,279,19,80084.5,3,1,1,Potential Loyalists
391,99,18,80082.42,1,1,1,Lost Customers
258,357,17,80010.15,4,1,1,Potential Loyalists
135,37,15,80001.5,1,1,1,Lost Customers
416,217,15,79940.06,2,1,1,Lost Customers
94,364,13,79862.27,4,1,1,Potential Loyalists
230,122,17,79794.86,1,1,1,Lost Customers
69,256,14,79770.11,3,1,1,Potential Loyalists
38,258,16,79540.02,3,1,1,Potential Loyalists
306,155,15,79398.23,2,1,1,Lost Customers
364,145,18,79146.71,2,1,1,Lost Customers
37,279,19,78974.92,3,1,1,Potential Loyalists
244,143,17,78867.93,2,1,1,Lost Customers
204,296,14,78793.32,3,1,1,Potential Loyalists
347,283,21,78663.23,3,1,1,Potential Loyalists
8,186,14,78649.11,2,1,1,Lost Customers
142,68,18,78474.19,1,1,1,Lost Customers
329,150,17,78337.39,2,1,1,Lost Customers
265,137,19,78278.24,2,1,1,Lost Customers
139,242,16,78135.31,3,1,1,Potential Loyalists
184,114,19,78057.2,1,1,1,Lost Customers
32,297,17,77889.09,3,1,1,Potential Loyalists
320,31,17,77850.95,1,1,1,Lost Customers
299,153,14,77814.14,2,1,1,Lost Customers
170,315,16,77563.42,4,1,1,Potential Loyalists
267,368,18,77449.64,5,1,1,Potential Loyalists
181,310,18,77292.12,4,1,1,Potential Loyalists
33,291,16,77284.91,3,1,1,Potential Loyalists
314,313,18,77140.17,4,1,1,Potential Loyalists
379,309,15,77126.18,4,1,1,Potential Loyalists
23,109,16,77108.93,1,1,1,Lost Customers
46,278,16,76991.28,3,1,1,Potential Loyalists
203,355,16,76796.69,4,1,1,Potential Loyalists
59,264,17,76621.91,3,1,1,Potential Loyalists
123,153,17,76523.67,2,1,1,Lost Customers
147,350,17,76458.5,4,1,1,Potential Loyalists
300,261,16,76266.42,3,1,1,Potential Loyalists
177,316,14,76200.94,4,1,1,Potential Loyalists
108,185,17,76181.79,2,1,1,Lost Customers
255,363,16,76162.2,4,1,1,Potential Loyalists
126,292,14,75621.07,3,1,1,Potential Loyalists
160,300,18,75450.45,3,1,1,Potential Loyalists
206,302,20,75450.38,3,1,1,Potential Loyalists
354,205,17,75175.98,2,1,1,Lost Customers
40,302,16,74705.77,3,1,1,Potential Loyalists
487,270,7,74611.35,3,2,1,Potential Loyalists
594,112,7,74523.62,1,2,1,Lost Customers
411,368,15,74385.95,5,1,1,Potential Loyalists
281,166,17,74277.54,2,1,1,Lost Customers
119,361,16,74270.7,4,1,1,Potential Loyalists
190,232,15,73971.31,3,1,1,Potential Loyalists
175,251,18,73685.08,3,1,1,Potential Loyalists
179,69,20,73626.6,1,1,1,Lost Customers
151,87,17,73547.36,1,1,1,Lost Customers
279,305,17,73504.75,4,1,1,Potential Loyalists
359,275,17,73303.12,3,1,1,Potential Loyalists
4,365,15,73300.59,4,1,1,Potential Loyalists
209,107,20,73266.85,1,1,1,Lost Customers
125,123,17,72972.58,1,1,1,Lost Customers
246,107,15,72938.55,1,1,1,Lost Customers
47,366,18,72868.47,4,1,1,Potential Loyalists
101,194,14,72776.66,2,1,1,Lost Customers
30,123,20,72769.79,1,1,1,Lost Customers
1394,346,8,72714.64,4,1,1,Potential Loyalists
409,229,13,72497.44,3,1,1,Potential Loyalists
118,331,17,72181.61,4,1,1,Potential Loyalists
252,109,17,72168.33,1,1,1,Lost Customers
75,279,17,71937.56,3,1,1,Potential Loyalists
137,322,16,71597.99,4,1,1,Potential Loyalists
288,368,17,71593.01,5,1,1,Potential Loyalists
397,228,17,71587.5,3,1,1,Potential Loyalists
16,309,14,71451.12,4,1,1,Potential Loyalists
395,278,17,71376.1,3,1,1,Potential Loyalists
234,375,18,71282.93,5,1,1,Potential Loyalists
152,349,16,71278.56,4,1,1,Potential Loyalists
375,275,16,71272.58,3,1,1,Potential Loyalists
105,391,14,71153.36,5,1,1,Potential Loyalists
266,155,19,71147.32,2,1,1,Lost Customers
15,212,16,70994.65,2,1,1,Lost Customers
182,29,14,70981.65,1,1,1,Lost Customers
150,239,16,70840.85,3,1,1,Potential Loyalists
367,340,18,70754.75,4,1,1,Potential Loyalists
82,377,16,70740.39,5,1,1,Potential Loyalists
353,279,16,70538.63,3,1,1,Potential Loyalists
7,61,19,70517.43,1,1,1,Lost Customers
307,194,16,70510.63,2,1,1,Lost Customers
357,26,14,70167.43,1,1,1,Lost Customers
389,361,19,70029.41,4,1,1,Potential Loyalists
232,114,18,69758.06,1,1,1,Lost Customers
373,111,20,69699.22,1,1,1,Lost Customers
211,59,17,69530.17,1,1,1,Lost Customers
241,370,19,69273.64,5,1,1,Potential Loyalists
294,212,11,69056.95,2,1,1,Lost Customers
298,149,12,68960.3,2,1,1,Lost Customers
44,231,13,68773.0,3,1,1,Potential Loyalists
532,323,7,68583.49,4,2,1,Potential Loyalists
106,104,17,68470.12,1,1,1,Lost Customers
185,349,16,68392.95,4,1,1,Potential Loyalists
107,140,18,68308.88,2,1,1,Lost Customers
293,349,15,68069.43,4,1,1,Potential Loyalists
138,353,18,67940.47,4,1,1,Potential Loyalists
1206,361,8,67830.37,4,1,1,Potential Loyalists
205,312,20,67592.89,4,1,1,Potential Loyalists
404,122,16,67524.03,1,1,1,Lost Customers
5,124,17,67328.48,1,1,1,Lost Customers
10,60,14,67140.82,1,1,1,Lost Customers
80,166,17,67085.7,2,1,1,Lost Customers
1384,233,7,67067.4,3,2,1,Potential Loyalists
213,350,16,67048.19,4,1,1,Potential Loyalists
330,58,15,66991.43,1,1,1,Lost Customers
226,120,17,66647.38,1,1,1,Lost Customers
56,312,18,66614.28,4,1,1,Potential Loyalists
104,119,15,66540.82,1,1,1,Lost Customers
1204,252,7,66389.4,3,2,1,Potential Loyalists
112,115,16,66283.63,1,1,1,Lost Customers
327,130,16,66034.16,1,1,1,Lost Customers
62,209,20,65998.9,2,1,1,Lost Customers
163,275,17,65818.76,3,1,1,Potential Loyalists
338,249,15,65654.05,3,1,1,Potential Loyalists
751,134,7,65639.51,1,2,1,Lost Customers
303,292,17,65605.56,3,1,1,Potential Loyalists
664,329,8,65572.82,4,1,1,Potential Loyalists
264,48,16,65394.96,1,1,1,Lost Customers
239,281,19,65330.45,3,1,1,Potential Loyalists
210,350,17,65278.74,4,1,1,Potential Loyalists
284,268,14,65161.49,3,1,1,Potential Loyalists
149,164,17,65055.07,2,1,1,Lost Customers
92,40,18,64949.96,1,1,1,Lost Customers
89,53,15,64948.38,1,1,1,Lost Customers
155,32,17,64470.22,1,1,1,Lost Customers
365,364,15,64467.71,4,1,1,Potential Loyalists
882,243,5,64443.69,3,3,1,Potential Loyalists
218,227,16,64422.91,3,1,1,Potential Loyalists
57,141,17,64298.92,2,1,1,Lost Customers
242,376,14,64256.06,5,1,1,Potential Loyalists
342,263,13,64072.32,3,1,1,Potential Loyalists
55,238,19,63960.81,3,1,1,Potential Loyalists
352,8,15,63938.07,1,1,1,Lost Customers
74,385,17,63640.66,5,1,1,Potential Loyalists
68,245,17,63342.78,3,1,1,Potential Loyalists
1211,312,7,63153.52,4,2,1,Potential Loyalists
406,179,17,63138.13,2,1,1,Lost Customers
854,43,7,62940.79,1,1,1,Lost Customers
316,308,13,62717.63,4,1,1,Potential Loyalists
1074,10,6,62646.19,1,2,1,Lost Customers
102,355,18,62635.73,4,1,1,Potential Loyalists
120,349,17,62528.39,4,1,1,Potential Loyalists
236,358,15,62500.94,4,1,1,Potential Loyalists
227,252,15,62404.8,3,1,1,Potential Loyalists
415,335,19,62300.03,4,1,1,Potential Loyalists
166,287,15,61788.57,3,1,1,Potential Loyalists
312,152,18,61725.88,2,1,1,Lost Customers
340,289,17,61633.4,3,1,1,Potential Loyalists
633,169,7,61477.52,2,2,1,Lost Customers
67,75,16,61218.16,1,1,1,Lost Customers
215,156,15,61184.81,2,1,1,Lost Customers
262,165,14,61181.57,2,1,1,Lost Customers
217,60,13,60962.01,1,1,1,Lost Customers
332,287,16,60749.94,3,1,1,Potential Loyalists
527,191,7,60721.63,2,2,1,Lost Customers
97,110,16,60606.78,1,1,1,Lost Customers
477,180,6,60580.54,2,2,1,Lost Customers
305,86,17,60343.84,1,1,1,Lost Customers
355,347,15,60256.13,4,1,1,Potential Loyalists
403,79,15,60214.03,1,1,1,Lost Customers
1145,157,7,60104.9,2,2,1,Lost Customers
1005,336,7,60008.66,4,2,1,Potential Loyalists
544,77,8,59935.98,1,1,1,Lost Customers
51,263,19,59915.57,3,1,1,Potential Loyalists
455,153,8,59645.7,2,1,1,Lost Customers
987,115,8,59630.08,1,1,1,Lost Customers
500,333,7,59404.61,4,2,1,Potential Loyalists
650,59,8,59265.89,1,1,1,Lost Customers
269,203,17,59227.1,2,1,1,Lost Customers
386,203,16,59112.44,2,1,1,Lost Customers
334,133,11,58753.89,1,1,1,Lost Customers
78,324,15,58668.08,4,1,1,Potential Loyalists
240,99,19,58526.34,1,1,1,Lost Customers
64,146,15,58462.85,2,1,1,Lost Customers
124,99,15,58451.89,1,1,1,Lost Customers
471,167,6,58258.27,2,2,1,Lost Customers
381,92,15,58189.63,1,1,1,Lost Customers
913,343,6,58189.35,4,2,1,Potential Loyalists
225,355,16,58129.09,4,1,1,Potential Loyalists
951,279,6,58049.92,3,2,1,Potential Loyalists
385,201,16,58039.15,2,1,1,Lost Customers
356,134,17,58018.49,1,1,1,Lost Customers
199,161,11,57820.98,2,1,1,Lost Customers
31,372,14,57609.96,5,1,1,Potential Loyalists
196,340,18,57286.94,4,1,1,Potential Loyalists
725,261,7,57144.71,3,2,1,Potential Loyalists
98,226,15,57119.79,3,1,1,Potential Loyalists
1312,94,9,56874.4,1,1,1,Lost Customers
333,21,15,56872.95,1,1,1,Lost Customers
839,109,7,56859.98,1,2,1,Lost Customers
180,266,15,56658.65,3,1,1,Potential Loyalists
183,379,16,56625.09,5,1,1,Potential Loyalists
911,230,7,56540.58,3,2,1,Potential Loyalists
1110,126,7,56514.68,1,2,1,Lost Customers
187,342,15,56479.65,4,1,1,Potential Loyalists
387,335,18,56467.02,4,1,1,Potential Loyalists
28,141,16,56377.87,2,1,1,Lost Customers
212,330,16,56087.77,4,1,1,Potential Loyalists
1164,124,7,55859.61,1,2,1,Lost Customers
919,255,7,55854.63,3,2,1,Potential Loyalists
718,166,6,55794.98,2,2,1,Lost Customers
399,58,13,55680.27,1,1,1,Lost Customers
73,74,18,55640.05,1,1,1,Lost Customers
1390,303,8,55571.45,4,1,1,Potential Loyalists
629,72,8,55362.0,1,1,1,Lost Customers
128,259,17,55146.43,3,1,1,Potential Loyalists
42,154,16,55079.27,2,1,1,Lost Customers
489,365,8,54674.33,4,1,1,Potential Loyalists
1127,106,7,54568.56,1,2,1,Lost Customers
228,311,13,54507.99,4,1,1,Potential Loyalists
1320,276,7,54444.6,3,2,1,Potential Loyalists
6,31,15,54392.88,1,1,1,Lost Customers
949,342,9,54392.81,4,1,1,Potential Loyalists
110,245,16,54233.72,3,1,1,Potential Loyalists
429,197,7,54198.03,2,2,1,Lost Customers
546,323,6,54017.39,4,2,1,Potential Loyalists
370,73,15,53733.56,1,1,1,Lost Customers
343,131,15,53681.04,1,1,1,Lost Customers
248,175,19,53577.13,2,1,1,Lost Customers
574,298,6,53487.42,3,2,1,Potential Loyalists
253,289,18,53324.75,3,1,1,Potential Loyalists
348,344,16,53277.63,4,1,1,Potential Loyalists
1086,281,7,53221.07,3,2,1,Potential Loyalists
377,380,12,52985.83,5,1,1,Potential Loyalists
1917,255,3,52831.04,3,3,1,Potential Loyalists
427,331,6,52507.39,4,2,1,Potential Loyalists
382,244,14,52425.87,3,1,1,Potential Loyalists
169,47,16,52373.25,1,1,1,Lost Customers
87,21,16,52154.92,1,1,1,Lost Customers
53,118,16,52135.91,1,1,1,Lost Customers
197,102,16,51714.59,1,1,1,Lost Customers
271,281,15,51465.32,3,1,1,Potential Loyalists
247,266,12,51414.37,3,1,1,Potential Loyalists
273,82,18,51413.17,1,1,1,Lost Customers
453,252,7,51397.66,3,2,1,Potential Loyalists
853,65,7,51347.73,1,1,1,Lost Customers
886,181,7,51240.65,2,2,1,Lost Customers
545,184,6,51121.95,2,2,1,Lost Customers
719,95,7,51098.93,1,1,1,Lost Customers
339,120,14,51098.0,1,1,1,Lost Customers
589,213,6,50983.8,2,2,1,Lost Customers
467,346,7,50965.76,4,2,1,Potential Loyalists
1248,373,6,50793.48,5,2,1,Potential Loyalists
862,405,6,50707.2,5,2,1,Potential Loyalists
827,46,7,50423.5,1,1,1,Lost Customers
895,122,7,50387.82,1,2,1,Lost Customers
948,393,6,50322.86,5,2,1,Potential Loyalists
200,360,12,50278.69,4,1,1,Potential Loyalists
523,248,7,50053.18,3,2,1,Potential Loyalists
21,123,17,49909.57,1,1,1,Lost Customers
694,200,8,49849.04,2,1,1,Lost Customers
1022,380,6,49385.67,5,2,1,Potential Loyalists
856,203,8,49344.77,2,1,1,Lost Customers
866,352,7,49298.42,4,2,1,Potential Loyalists
835,166,7,49263.17,2,2,1,Lost Customers
507,27,8,49245.71,1,1,1,Lost Customers
1398,136,7,49221.08,2,2,1,Lost Customers
1272,88,6,49162.44,1,2,1,Lost Customers
384,327,19,49146.58,4,1,1,Potential Loyalists
1151,361,8,49125.56,4,1,1,Potential Loyalists
1089,352,5,48992.86,4,3,1,Potential Loyalists
376,321,17,48634.56,4,1,1,Potential Loyalists
1057,350,7,48569.04,4,2,1,Potential Loyalists
1254,211,7,48377.5,2,2,1,Lost Customers
164,182,15,48225.6,2,1,1,Lost Customers
1330,377,7,48205.51,5,2,1,Potential Loyalists
1349,311,8,48133.22,4,1,1,Potential Loyalists
824,59,7,48043.09,1,1,1,Lost Customers
662,268,6,47973.35,3,2,1,Potential Loyalists
1391,349,7,47905.41,4,2,1,Potential Loyalists
860,181,9,47811.54,2,1,1,Lost Customers
1329,373,6,47810.68,5,2,1,Potential Loyalists
301,230,16,47724.77,3,1,1,Potential Loyalists
1247,320,7,47716.64,4,2,1,Potential Loyalists
993,162,6,47554.76,2,2,1,Lost Customers
869,79,7,47279.25,1,1,1,Lost Customers
52,117,15,47256.74,1,1,1,Lost Customers
13,259,17,47229.34,3,1,1,Potential Loyalists
560,307,8,47201.78,4,1,1,Potential Loyalists
1364,61,7,47004.88,1,1,1,Lost Customers
571,354,7,46993.62,4,2,1,Potential Loyalists
1003,147,6,46909.7,2,2,1,Lost Customers
1118,299,5,46862.6,3,3,1,Potential Loyalists
581,225,8,46745.44,3,1,1,Potential Loyalists
1112,113,6,46687.5,1,2,1,Lost Customers
1081,298,8,46668.22,3,1,1,Potential Loyalists
553,233,7,46375.45,3,2,1,Potential Loyalists
1340,103,7,46130.49,1,1,1,Lost Customers
649,199,6,46105.54,2,2,1,Lost Customers
1032,175,7,46100.75,2,2,1,Lost Customers
1252,344,8,46056.47,4,1,1,Potential Loyalists
791,322,8,46029.63,4,1,1,Potential Loyalists
1242,148,7,46008.05,2,2,1,Lost Customers
868,28,8,45757.61,1,1,1,Lost Customers
1039,28,5,45713.5,1,2,1,Lost Customers
27,284,14,45667.96,3,1,1,Potential Loyalists
504,36,6,45591.13,1,2,1,Lost Customers
519,358,8,45573.39,4,1,1,Potential Loyalists
88,58,13,45559.12,1,1,1,Lost Customers
1283,328,8,45528.39,4,1,1,Potential Loyalists
1701,374,4,45524.29,5,3,1,Potential Loyalists
1096,142,7,45481.44,2,2,1,Lost Customers
858,307,8,45392.19,4,1,1,Potential Loyalists
595,239,7,45372.53,3,2,1,Potential Loyalists
1357,285,9,45354.07,3,1,1,Potential Loyalists
445,99,7,45288.56,1,1,1,Lost Customers
683,281,5,45254.21,3,3,1,Potential Loyalists
628,267,6,45194.59,3,2,1,Potential Loyalists
1072,124,7,45139.46,1,2,1,Lost Customers
1111,387,6,45113.68,5,2,1,Potential Loyalists
1284,64,7,45045.85,1,1,1,Lost Customers
1034,316,9,45006.71,4,1,1,Potential Loyalists
83,132,21,45004.13,1,1,1,Lost Customers
1071,76,6,45003.26,1,2,1,Lost Customers
224,257,12,45001.54,3,1,1,Potential Loyalists
921,279,5,44985.95,3,3,1,Potential Loyalists
665,379,6,44967.52,5,2,1,Potential Loyalists
1051,216,8,44951.02,2,1,1,Lost Customers
1339,99,6,44895.03,1,2,1,Lost Customers
470,138,7,44841.23,2,2,1,Lost Customers
1300,36,8,44826.26,1,1,1,Lost Customers
577,397,5,44812.38,5,3,1,Potential Loyalists
1741,151,3,44768.39,2,3,1,At Risk
1327,345,8,44730.75,4,1,1,Potential Loyalists
916,329,8,44591.53,4,1,1,Potential Loyalists
480,354,7,44533.66,4,2,1,Potential Loyalists
1291,365,6,44533.35,4,2,1,Potential Loyalists
1182,363,9,44304.32,4,1,1,Potential Loyalists
1358,207,7,44089.29,2,2,1,Lost Customers
2623,376,3,44087.85,5,4,1,Potential Loyalists
624,176,7,44067.43,2,2,1,Lost Customers
585,351,8,43945.78,4,1,1,Potential Loyalists
956,55,7,43794.29,1,1,1,Lost Customers
959,250,7,43506.71,3,2,1,Potential Loyalists
621,173,7,43418.36,2,2,1,Lost Customers
1097,241,6,43404.01,3,2,1,Potential Loyalists
1287,143,6,43360.62,2,2,1,Lost Customers
540,158,8,43337.27,2,1,1,Lost Customers
905,196,8,43306.0,2,1,1,Lost Customers
1507,329,4,43276.62,4,3,1,Potential Loyalists
1333,91,6,43250.24,1,2,1,Lost Customers
1001,229,6,43045.38,3,2,1,Potential Loyalists
1322,318,6,42986.44,4,2,1,Potential Loyalists
