customer_id,net_revenue,cumulative_revenue,cumulative_pct
186,86517.48,14168123.56,18.001992879976587
60,86469.88,14254593.440000001,18.111861357442947
172,86447.63,14341041.070000002,18.22170156409843
11,86421.16,14427462.230000002,18.331508138018464
14,86180.49,14513642.720000003,18.441008917059733
93,86078.11,14599720.830000002,18.550379612253035
161,85973.55,14685694.380000003,18.659617453694217
207,85934.53,14771628.910000002,18.768805716392013
274,85780.72,14857409.630000003,18.87779854837429
195,85527.12,14942936.750000002,18.986469156642542
72,85357.95,15028294.700000001,19.09492481780628
41,85354.7,15113649.4,19.20337634952574
168,85349.9,15198999.3,19.311821782373638
398,85158.26,15284157.56,19.420023717774544
275,85137.43,15369294.99,19.52819918661408
344,85125.36,15454420.35,19.636359319332847
414,85088.53,15539508.879999999,19.744472655918376
402,85085.5,15624594.379999999,19.852582142591235
250,85072.7,15709667.079999998,19.960675365606605
309,85040.51,15794707.589999998,20.06872768806458
401,84991.93,15879699.519999998,20.176718284859987
292,84985.76,15964685.279999997,20.284701042064242
304,84948.14,16049633.419999998,20.39263599936266
77,84907.01,16134540.429999998,20.500518696955403
132,84901.63,16219442.059999999,20.608394558729607
116,84848.08,16304290.139999999,20.71620237996798
136,84721.08,16389011.219999999,20.82384883522969
79,84679.63,16473690.85,20.931442624194297
360,84489.19,16558180.04,21.038794440429793
321,84116.63,16642296.67,21.145672882584464
49,83938.87,16726235.54,21.252325463195728
143,83872.81,16810108.349999998,21.358894108087163
24,83864.13,16893972.479999997,21.46545172418586
198,83845.02,16977817.499999996,21.57198505915217
349,83553.48,17061370.979999997,21.67814796390716
418,83535.42,17144906.4,21.78428792165792
268,83466.79,17228373.189999998,21.89034067825136
361,83359.11,17311732.299999997,21.996256616826162
325,83253.2,17394985.499999996,22.102037986341212
129,82782.47,17477767.969999995,22.207221247146062
220,82727.55,17560495.519999996,22.3123347266955
95,82693.48,17643188.999999996,22.417404916962845
81,82543.32,17725732.319999997,22.52228431419826
238,82368.12,17808100.439999998,22.62694110262177
378,82358.36,17890458.799999997,22.73158549000644
243,82271.34,17972730.139999997,22.836119309932144
374,82211.38,18054941.519999996,22.940576944787285
86,82190.13,18137131.649999995,23.0450075794298
328,82101.23,18219232.879999995,23.14932525788865
90,82036.99,18301269.869999994,23.253561313116464
54,81941.32,18383211.189999994,23.357675810210523
287,81788.68,18464999.869999994,23.461596363189006
208,81701.69,18546701.559999995,23.565406386826467
121,81598.08,18628299.639999993,23.66908476378013
91,81421.48,18709721.119999994,23.77253875308435
221,81377.28,18791098.399999995,23.875936581946306
410,81263.5,18872361.899999995,23.979189842140343
366,81097.44,18953459.339999996,24.08223210679041
251,81082.86,19034542.199999996,24.185255846118114
417,80955.93,19115498.129999995,24.28811830841103
282,80953.9,19196452.029999994,24.390978191389515
9,80810.66,19277262.689999994,24.493656073875897
336,80661.66,19357924.349999994,24.596144637224302
12,80560.68,19438485.029999994,24.698504895562284
115,80409.46,19518894.489999995,24.800673014034196
133,80084.5,19598978.989999995,24.902428238901567
391,80082.42,19679061.409999996,25.0041808209246
258,80010.15,19759071.559999995,25.105841576812715
135,80001.5,19839073.059999995,25.207491342026046
416,79940.06,19919013.119999994,25.309063041683416
94,79862.27,19998875.389999993,25.41053590150359
230,79794.86,20078670.249999993,25.51192311029631
69,79770.11,20158440.359999992,25.613278871782548
38,79540.02,20237980.37999999,25.714342281319414
306,79398.23,20317378.609999992,25.815225532731624
364,79146.71,20396525.319999993,25.91578920327414
37,78974.92,20475500.239999995,26.016134597744767
244,78867.93,20554368.169999994,26.11634405090954
204,78793.32,20633161.489999995,26.216458704739516
347,78663.23,20711824.719999995,26.316408066444257
8,78649.11,20790473.829999994,26.416339487301837
142,78474.19,20868948.019999996,26.516048655115014
329,78337.39,20947285.409999996,26.61558400508877
265,78278.24,21025563.649999995,26.715044199176535
139,78135.31,21103698.959999993,26.81432278665766
184,78057.2,21181756.159999993,26.91350212771013
32,77889.09,21259645.249999993,27.01246786849224
320,77850.95,21337496.19999999,27.111385148657423
299,77814.14,21415310.339999992,27.210255658101335
170,77563.42,21492873.759999994,27.308807603154158
267,77449.64,21570323.399999995,27.407214979539056
181,77292.12,21647615.519999996,27.50542221128897
33,77284.91,21724900.429999996,27.60362028202556
314,77140.17,21802040.599999998,27.701634446372687
379,77126.18,21879166.779999997,27.799630835050408
23,77108.93,21956275.709999997,27.897605305908467
46,76991.28,22033266.99,27.995430290883426
203,76796.69,22110063.68,28.093008030146578
59,76621.91,22186685.59,28.190363694249086
123,76523.67,22263209.26,28.287594534780357
147,76458.5,22339667.76,28.384742570424233
300,76266.42,22415934.180000003,28.481646549557894
177,76200.94,22492135.120000005,28.5784673299187
108,76181.79,22568316.910000004,28.675263778323178
255,76162.2,22644479.110000003,28.77203533570811
126,75621.07,22720100.180000003,28.868119334266652
160,75450.45,22795550.630000003,28.963986543353226
206,75450.38,22871001.01,29.059853663497933
354,75175.98,22946176.990000002,29.15537213148518
40,74705.77,23020882.76,29.250293151473315
487,74611.35,23095494.110000003,29.3450942015755
594,74523.62,23170017.730000004,29.439783782093958
411,74385.95,23244403.680000003,29.53429843935252
281,74277.54,23318681.220000003,29.628675351055715
119,74270.7,23392951.92,29.723043571866945
190,73971.31,23466923.23,29.81703138827067
175,73685.08,23540608.31,29.91065552133974
179,73626.6,23614234.91,30.004205349823653
151,73547.36,23687782.27,30.097654496102912
279,73504.75,23761287.02,30.191049502191103
359,73303.12,23834590.14,30.284188317555877
4,73300.59,23907890.73,30.37732391830709
209,73266.85,23981157.580000002,30.470416649073645
125,72972.58,24054130.16,30.56313548089568
246,72938.55,24127068.71,30.65581107425957
47,72868.47,24199937.18,30.74839762409869
101,72776.66,24272713.84,30.840867520313264
30,72769.79,24345483.63,30.933328687517918
1394,72714.64,24418198.27,31.02571978122956
409,72497.44,24490695.71,31.11783490100316
118,72181.61,24562877.32,31.20954872773416
252,72168.33,24635045.65,31.301245680920513
75,71937.56,24706983.209999997,31.392649418150686
137,71597.99,24778581.199999996,31.483621698336005
288,71593.01,24850174.209999997,31.574587650942092
397,71587.5,24921761.709999997,31.66554660255187
16,71451.12,24993212.83,31.75633226997347
395,71376.1,25064588.93,31.847022617115005
234,71282.93,25135871.86,31.937594582618377
152,71278.56,25207150.419999998,32.028160995607436
375,71272.58,25278422.999999996,32.11871981041901
105,71153.36,25349576.359999996,32.20912714450824
266,71147.32,25420723.679999996,32.29952680418409
15,70994.65,25491718.329999994,32.389732481626424
182,70981.65,25562699.979999993,32.47992164129161
150,70840.85,25633540.829999994,32.569931900724406
367,70754.75,25704295.579999994,32.65983276164861
82,70740.39,25775035.969999995,32.74971537678207
353,70538.63,25845574.599999994,32.83934163601433
7,70517.43,25916092.029999994,32.92894095856387
307,70510.63,25986602.659999993,33.01853164104538
357,70167.43,26056770.089999992,33.107686254210414
389,70029.41,26126799.499999993,33.19666549940617
232,69758.06,26196557.55999999,33.2852999677691
373,69699.22,26266256.77999999,33.37385967413151
211,69530.17,26335786.94999999,33.46220458586121
241,69273.64,26405060.589999992,33.55022355102402
294,69056.95,26474117.53999999,33.63796719025389
298,68960.3,26543077.839999992,33.72558802616373
44,68773.0,26611850.839999992,33.812970879022934
532,68583.49,26680434.32999999,33.900112940809414
106,68470.12,26748904.44999999,33.98711095487326
185,68392.95,26817297.39999999,34.074010916870805
107,68308.88,26885606.27999999,34.16080405967419
293,68069.43,26953675.70999999,34.24729295772867
138,67940.47,27021616.17999999,34.333617999433926
1206,67830.37,27089446.54999999,34.419803148272806
205,67592.89,27157039.43999999,34.5056865554413
404,67524.03,27224563.46999999,34.591482469214895
5,67328.48,27291891.94999999,34.67702991750237
10,67140.82,27359032.769999992,34.76233892532385
80,67085.7,27426118.46999999,34.847577897770265
1384,67067.4,27493185.86999999,34.93279361826886
213,67048.19,27560234.05999999,35.01798493057524
330,66991.43,27627225.48999999,35.10310412372544
226,66647.38,27693872.86999999,35.187786167550655
56,66614.28,27760487.14999999,35.27242615457409
104,66540.82,27827027.96999999,35.3569728034507
1204,66389.4,27893417.36999999,35.44132705834159
112,66283.63,27959700.99999999,35.52554692205649
327,66034.16,28025735.15999999,35.60944980962809
62,65998.9,28091734.059999987,35.6933078959057
163,65818.76,28157552.81999999,35.77693709661609
338,65654.05,28223206.86999999,35.86035701709014
751,65639.51,28288846.37999999,35.94375846306575
303,65605.56,28354451.93999999,36.02711677223107
664,65572.82,28420024.75999999,36.11043348200996
264,65394.96,28485419.71999999,36.193524203185625
239,65330.45,28550750.16999999,36.276532958068735
210,65278.74,28616028.90999999,36.359476010316776
284,65161.49,28681190.399999987,36.44227008492101
149,65055.07,28746245.469999988,36.52492894246039
92,64949.96,28811195.42999999,36.607454247418616
89,64948.38,28876143.809999987,36.68997754483161
155,64470.22,28940614.029999986,36.77189329298948
365,64467.71,29005081.739999987,36.853805851945765
882,64443.69,29069525.42999999,36.93568789113229
218,64422.91,29133948.33999999,37.01754352728736
57,64298.92,29198247.25999999,37.09924162196646
242,64256.06,29262503.31999999,37.18088525880494
342,64072.32,29326575.63999999,37.26229543592254
55,63960.81,29390536.449999988,37.34356392863023
352,63938.07,29454474.51999999,37.42480352793391
74,63640.66,29518115.17999999,37.505665238614604
68,63342.78,29581457.95999999,37.58614846349113
1211,63153.52,29644611.47999999,37.66639121494448
406,63138.13,29707749.60999999,37.7466144118909
854,62940.79,29770690.399999987,37.82658686898034
316,62717.63,29833408.029999986,37.90627577936623
1074,62646.19,29896054.219999988,37.985873918213755
102,62635.73,29958689.949999988,38.06545876660366
120,62528.39,30021218.33999999,38.14490722897833
236,62500.94,30083719.27999999,38.224320813431284
227,62404.8,30146124.07999999,38.3036122425693
415,62300.03,30208424.109999992,38.38277055112956
166,61788.57,30270212.679999992,38.46127899951324
312,61725.88,30331938.55999999,38.539707794093175
340,61633.4,30393571.95999999,38.618019083747726
633,61477.52,30455049.47999999,38.696132312548414
67,61218.16,30516267.63999999,38.773915998989196
215,61184.81,30577452.449999988,38.85165731097862
262,61181.57,30638634.01999999,38.92939450622974
217,60962.01,30699596.02999999,39.00685272893098
332,60749.94,30760345.96999999,39.08404149586315
527,60721.63,30821067.59999999,39.1611942921591
97,60606.78,30881674.37999999,39.23820116024703
477,60580.54,30942254.91999999,39.31517468783709
305,60343.84,31002598.75999999,39.39184746482341
355,60256.13,31062854.88999999,39.46840879763796
403,60214.03,31123068.91999999,39.54491663826656
1145,60104.9,31183173.81999999,39.62128581850906
1005,60008.66,31243182.47999999,39.697532716376806
544,59935.98,31303118.45999999,39.77368726716436
51,59915.57,31363034.02999999,39.84981588504182
455,59645.7,31422679.72999999,39.925601606571846
987,59630.08,31482309.809999987,40.00136748135734
500,59404.61,31541714.419999987,40.076846874357344
650,59265.89,31600980.309999987,40.15215000996928
269,59227.1,31660207.40999999,40.227403859075444
386,59112.44,31719319.84999999,40.302512021387244
334,58753.89,31778073.73999999,40.377164610699566
78,58668.08,31836741.81999999,40.45170816997679
240,58526.34,31895268.15999999,40.526071634659274
64,58462.85,31953731.00999999,40.60035442905941
124,58451.89,32012182.89999999,40.67462329770281
471,58258.27,32070441.16999999,40.748646153114706
381,58189.63,32128630.79999999,40.82258179466331
913,58189.35,32186820.14999999,40.8965170804444
225,58129.09,32244949.23999999,40.970375799975464
951,58049.92,32302999.159999993,41.04413392624376
385,58039.15,32361038.30999999,41.11787836816899
356,58018.49,32419056.79999999,41.191596559534545
199,57820.98,32476877.77999999,41.26506379504144
31,57609.96,32534487.73999999,41.33826290890742
196,57286.94,32591774.679999992,41.41105159412945
725,57144.71,32648919.389999993,41.4836595621636
98,57119.79,32706039.179999992,41.556235866889566
1312,56874.4,32762913.57999999,41.62850037951307
333,56872.95,32819786.52999999,41.700763049769115
839,56859.98,32876646.50999999,41.77300924036598
180,56658.65,32933305.15999999,41.844999621418886
183,56625.09,32989930.24999999,41.91694736119481
911,56540.58,33046470.829999987,41.98878772271335
1110,56514.68,33102985.509999987,42.06059517573743
187,56479.65,33159465.159999985,42.132358119705124
387,56467.02,33215932.179999985,42.20410501601702
28,56377.87,33272310.049999986,42.27573863849569
212,56087.77,33328397.819999985,42.34700366042452
1164,55859.61,33384257.429999985,42.41797878265858
919,55854.63,33440112.059999984,42.4889475773134
718,55794.98,33495907.039999984,42.55984058078312
399,55680.27,33551587.309999984,42.63058783392855
73,55640.05,33607227.359999985,42.70128398361272
1390,55571.45,33662798.80999999,42.77189297025753
629,55362.0,33718160.80999999,42.84223583010066
128,55146.43,33773307.23999999,42.912304787080885
42,55079.27,33828386.50999999,42.98228841068322
489,54674.33,33883060.83999999,43.05175751823364
1127,54568.56,33937629.39999999,43.121092234608085
228,54507.99,33992137.38999999,43.19034999084705
1320,54444.6,34046581.989999995,43.25952720386347
6,54392.88,34100974.87,43.32863870153885
949,54392.81,34155367.68,43.39775011027236
110,54233.72,34209601.4,43.46665937953163
429,54198.03,34263799.43,43.53552330113966
546,54017.39,34317816.82,43.604157701881356
370,53733.56,34371550.38,43.672431468724184
343,53681.04,34425231.42,43.74063850374737
248,53577.13,34478808.550000004,43.808713510907296
574,53487.42,34532295.970000006,43.87667453269897
253,53324.75,34585620.720000006,43.94442886627471
348,53277.63,34638898.35000001,44.012123329261314
1086,53221.07,34692119.42000001,44.079745927211384
377,52985.83,34745105.25000001,44.147069629631126
1917,52831.04,34797936.29000001,44.21419665614908
427,52507.39,34850443.68000001,44.280912453546186
382,52425.87,34902869.550000004,44.34752467177465
169,52373.25,34955242.800000004,44.41407003112365
87,52154.92,35007397.720000006,44.48033798075859
53,52135.91,35059533.63,44.54658177632096
197,51714.59,35111248.220000006,44.612290243432255
271,51465.32,35162713.54000001,44.67768198851989
247,51414.37,35214127.910000004,44.74300899662713
273,51413.17,35265541.080000006,44.808334480016484
453,51397.66,35316938.74,44.87364025642711
853,51347.73,35368286.47,44.93888259186753
886,51240.65,35419527.12,45.00398887164826
545,51121.95,35470649.07,45.06894433141774
719,51098.93,35521748.0,45.1338705420157
339,51098.0,35572846.0,45.19879557095729
589,50983.8,35623829.8,45.2635754975797
467,50965.76,35674795.559999995,45.32833250260984
1248,50793.48,35725589.03999999,45.39287060897494
862,50707.2,35776296.239999995,45.457299088123776
827,50423.5,35826719.739999995,45.521367098551515
895,50387.82,35877107.559999995,45.58538977403399
948,50322.86,35927430.419999994,45.64932991145471
200,50278.69,35977709.10999999,45.71321392655109
523,50053.18,36027762.28999999,45.77681140903805
21,49909.57,36077671.85999999,45.840226420911556
694,49849.04,36127520.89999999,45.903564523473506
1022,49385.67,36176906.56999999,45.96631386892832
856,49344.77,36226251.339999996,46.02901124691506
866,49298.42,36275549.76,46.091649732673304
835,49263.17,36324812.93,46.15424342984354
507,49245.71,36374058.64,46.21681494236847
1398,49221.08,36423279.72,46.27935516005872
1272,49162.44,36472442.16,46.34182086986809
384,49146.58,36521588.739999995,46.40426642798935
1151,49125.56,36570714.3,46.46668527813558
1089,48992.86,36619707.16,46.528935519895164
376,48634.56,36668341.72,46.590730506304844
1057,48569.04,36716910.76,46.65244224311774
1254,48377.5,36765288.26,46.71391060954346
164,48225.6,36813513.86,46.77518597209632
1330,48205.51,36861719.37,46.83643580833049
1349,48133.22,36909852.589999996,46.8975937930178
824,48043.09,36957895.68,46.95863725868561
662,47973.35,37005869.03,47.01959211283206
1391,47905.41,37053774.44,47.08046064253398
860,47811.54,37101585.98,47.14120990117897
1329,47810.68,37149396.66,47.20195806710949
301,47724.77,37197121.43,47.262597075945074
1247,47716.64,37244838.07,47.32322575481695
993,47554.76,37292392.83,47.38364874924551
869,47279.25,37339672.08,47.44372168115257
52,47256.74,37386928.82,47.50376601189321
13,47229.34,37434158.160000004,47.56377552824204
560,47201.78,37481359.940000005,47.62375002690333
1364,47004.88,37528364.82000001,47.683474344770886
571,46993.62,37575358.440000005,47.74318435570223
1003,46909.7,37622268.14000001,47.80278773802916
1118,46862.6,37669130.74000001,47.862331275178924
581,46745.44,37715876.18000001,47.92172594903871
1112,46687.5,37762563.68000001,47.981047004436384
1081,46668.22,37809231.900000006,48.04034356269997
553,46375.45,37855607.35000001,48.0992681279164
1340,46130.49,37901737.84000001,48.15788144738761
649,46105.54,37947843.38000001,48.2164630654327
1032,46100.75,37993944.13000001,48.275038597312204
1252,46056.47,38040000.60000001,48.333557867101575
791,46029.63,38086030.23000001,48.39204303403416
1242,46008.05,38132038.28000001,48.45050078145668
868,45757.61,38177795.89000001,48.508640320255616
1039,45713.5,38223509.39000001,48.566723812966124
27,45667.96,38269177.35000001,48.62474944263271
504,45591.13,38314768.48000001,48.68267745223642
519,45573.39,38360341.87000001,48.74058292142731
88,45559.12,38405900.99000001,48.7984702591813
1283,45528.39,38451429.38000001,48.85631855145133
1701,45524.29,38496953.67000001,48.914161634268574
1096,45481.44,38542435.11000001,48.971950271951165
858,45392.19,38587827.300000004,49.02962550874071
595,45372.53,38633199.830000006,49.087275765568826
1357,45354.07,38678553.900000006,49.14490256715341
445,45288.56,38723842.46000001,49.202446131847196
683,45254.21,38769096.67000001,49.25994605149139
628,45194.59,38814291.26000001,49.317370218068426
1072,45139.46,38859430.72000001,49.37472433656442
1111,45113.68,38904544.40000001,49.43204569903774
1284,45045.85,38949590.250000015,49.48928087683234
1034,45006.71,38994596.960000016,49.54646632341178
83,45004.13,39039601.09000002,49.60364849184774
1071,45003.26,39084604.35000002,49.66082955486324
224,45001.54,39129605.890000015,49.718008432449764
921,44985.95,39174591.84000002,49.775167501409705
665,44967.52,39219559.36000002,49.83230315324406
1051,44951.02,39264510.380000025,49.88941784020743
1339,44895.03,39309405.410000026,49.946461386375255
470,44841.23,39354246.64000002,50.00343657435769
1300,44826.26,39399072.90000002,50.06039274148445
577,44812.38,39443885.28000002,50.117331272707624
1741,44768.39,39488653.670000024,50.17421391031416
1327,44730.75,39533384.420000024,50.23104872260288
916,44591.53,39577975.950000025,50.28770664220442
480,44533.66,39622509.61000002,50.34429103228574
1291,44533.35,39667042.96000002,50.40087502848159
1182,44304.32,39711347.28000002,50.45716801956222
1358,44089.29,39755436.57000002,50.51318779390298
2623,44087.85,39799524.420000024,50.56920573858227
624,44067.43,39843591.850000024,50.62519773764548
585,43945.78,39887537.630000025,50.68103516843261
956,43794.29,39931331.920000024,50.73668011629214
959,43506.71,39974838.630000025,50.7919596655094
621,43418.36,40018256.990000024,50.847126957372026
1097,43404.01,40061661.00000002,50.902276016149884
1287,43360.62,40105021.62000002,50.95736994367004
540,43337.27,40148358.89000002,51.012434202721266
905,43306.0,40191664.89000002,51.06745873016549
1507,43276.62,40234941.51000002,51.12244592743337
1333,43250.24,40278191.75000002,51.17739960631964
1001,43045.38,40321237.130000025,51.23209299045017
1322,42986.44,40364223.57000002,51.28671148552036
717,42943.09,40407166.660000026,51.34127490015676
1191,42909.46,40450076.12000003,51.39579558457432
1124,42782.56,40492858.68000003,51.45015503007504
999,42752.45,40535611.13000003,51.5044762178627
1296,42647.22,40578258.35000003,51.55866370059742
29,42639.62,40620897.97000003,51.61284152678549
1243,42605.46,40663503.43000003,51.66697594933765
579,42561.81,40706065.24000003,51.72105491027656
1113,42511.43,40748576.67000003,51.775069858476066
878,42492.69,40791069.36000003,51.82906099566452
944,42443.23,40833512.590000026,51.882989289063964
907,42401.62,40875914.21000002,51.936864712870566
1220,42346.75,40918260.96000002,51.99067041895168
912,42314.11,40960575.07000002,52.04443465270619
1201,42296.03,41002871.100000024,52.09817591404449
1061,42291.98,41045163.08000002,52.1519120294599
769,42193.86,41087356.94000002,52.20552347377587
763,42012.81,41129369.75000002,52.25890487628023
787,42008.74,41171378.490000024,52.31228110744974
1276,41997.64,41213376.130000025,52.365643234978776
971,41947.63,41255323.76000003,52.41894181988977
1263,41925.59,41297249.35000003,52.4722124008155
178,41889.93,41339139.28000003,52.52543767220794
1044,41868.63,41381007.91000003,52.57863587985786
962,41864.6,41422872.510000035,52.63182896699685
1183,41850.34,41464722.85000004,52.685003935404914
202,41846.67,41506569.52000004,52.73817424071744
436,41805.41,41548374.93000004,52.79129212114652
508,41789.95,41590164.88000004,52.844390358126795
465,41735.33,41631900.21000004,52.897419195031105
1144,41674.59,41673574.80000004,52.95037085579825
572,41649.74,41715224.540000044,53.00329094219908
687,41636.0,41756860.540000044,53.05619357058007
2128,41598.85,41798459.390000045,53.109048996236396
732,41587.51,41840046.90000004,53.161890013308664
1115,41522.83,41881569.73000004,53.214648848086675
1137,41507.99,41923077.72000004,53.26738882718678
583,41505.9,41964583.62000004,53.32012615073657
495,41477.72,42006061.34000004,53.3728276688279
988,41449.85,42047511.19000004,53.425493775346254
735,41446.85,42088958.040000044,53.47815607006988
1290,41419.95,42130377.99000005,53.53078418570082
1053,41416.04,42171794.030000046,53.58340733329262
766,41399.03,42213193.06000005,53.636008868008346
35,41272.47,42254465.530000046,53.68844959581062
1078,41263.86,42295729.390000045,53.74087938376204
758,41237.59,42336966.98000005,53.79327579309766
867,41146.35,42378113.33000005,53.84555627304973
1073,41069.71,42419183.04000005,53.89773937435258
1331,41062.04,42460245.08000005,53.949912730166915
1389,40979.73,42501224.81000005,54.001981503039985
1165,40954.87,42542179.680000044,54.054018688840785
58,40927.23,42583106.91000004,54.10602075530618
1142,40787.82,42623894.73000004,54.15784568767074
518,40783.34,42664678.070000045,54.209664927755185
1163,40773.19,42705451.26000004,54.26147127126748
1362,40632.03,42746083.290000044,54.31309825713201
1395,40630.63,42786713.92000005,54.364723464159006
